ID,localidad,TPC,Tpriv,Tinf,Bic,Cami,Trans,cocat,modes
ID15020100812422,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020110151446,Ciudad Bolívar,,,Informal transport,,Walk,,Informal transport-Walk,Informal transport
ID15020110452434,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15020110481448,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020110691449,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15020110782426,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15020120092420,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020260061447,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15020260181450,Ciudad Bolívar,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID15020260542429,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020260602430,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15020270152113,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15020270212114,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15020270482435,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15020270512432,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020270752433,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020300061459,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15020300181461,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15020300422442,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15020301021467,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15020340502445,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020340571152,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15020420032427,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15020420092440,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020420452111,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020420512428,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020420692431,Ciudad Bolívar,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID15020430061156,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15020430241157,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15040040032402,Ciudad Bolívar,,,,,,,,888
ID15040040151422,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15040070032405,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15040070121425,Ciudad Bolívar,,,Informal transport,,,,Informal transport,Informal transport
ID15040070181427,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15040070242407,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15040070301426,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15040100121440,Ciudad Bolívar,,,,Bycicle,,,Bycicle,Active Transport
ID15040100182421,Ciudad Bolívar,,,,Bycicle,,,Bycicle,Active Transport
ID15040150061423,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15040150211424,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15040150302403,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15040150392404,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15040310031429,Ciudad Bolívar,,,Informal transport,,,,Informal transport,Informal transport
ID15040310241431,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15040310331432,Ciudad Bolívar,,,,,,,,888
ID15040310362413,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15040310422411,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15040320032410,Ciudad Bolívar,,Private transport,Informal transport,,Walk,,Private transport-Informal transport-Walk,Private Transport
ID15040320151428,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15040320272408,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
ID15040320302409,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID15040370031438,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15040370091439,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
