"","ID","localidad","TPC","Tpriv","Tinf","Bic","Cami","Trans","cocat","modes"
"805","ID15130910152446","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"806","ID15130910272447","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"807","ID15130910392450","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"808","ID15130910722448","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"809","ID15150150031132","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"810","ID15150150151133","Ciudad Bolívar","","","","","","","","888"
"811","ID15150150241147","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"812","ID15150150541146","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"813","ID15150170061148","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"814","ID15150170211150","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"815","ID15150270061134","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"816","ID15150270151137","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"817","ID15150270181136","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"818","ID15150270211139","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"819","ID15150290512124","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"820","ID15150300062127","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"821","ID15150300272118","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"822","ID15150300632120","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"823","ID15150310362117","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"824","ID15150310872116","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"825","ID15150320091131","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"826","ID15150440272126","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"827","ID15150440452121","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"828","ID15150440512188","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"829","ID15150440662122","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"830","ID15150540092132","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"831","ID15150540182129","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"832","ID15150540212131","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"833","ID15150540872130","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"834","ID15170190062137","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"835","ID15170190362146","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"836","ID15170190902139","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"837","ID15170460060229","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"838","ID15170460090230","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"839","ID15170460210231","Ciudad Bolívar","Public transport","","Informal transport","","","","Public transport-Informal transport","Public-Informal"
"840","ID15170631142183","Ciudad Bolívar","Public transport","","Informal transport","","Walk","","Public transport-Informal transport-Walk","Public-Informal"
"841","ID15170720120227","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"842","ID15170720210228","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"843","ID15170730092456","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"844","ID15170730182455","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"845","ID15170730482457","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"846","ID15170740121469","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"847","ID15170740181476","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"848","ID15170740481471","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"849","ID15170740691475","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"850","ID15170810092451","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"851","ID15170810272452","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"852","ID15170810542453","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"853","ID15170920062172","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"854","ID15170920272143","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"855","ID15170920572144","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"856","ID15170920632141","Ciudad Bolívar","","","","","","","","888"
"857","ID15210380031112","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"858","ID15210380270201","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"859","ID15210400061111","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"860","ID15210400150200","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"861","ID15210560122154","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"862","ID15210560662158","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"863","ID15210730030214","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"864","ID15210730062147","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"865","ID15210731142191","Ciudad Bolívar","Public transport","","Informal transport","","","","Public transport-Informal transport","Public-Informal"
"866","ID15210770030215","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"867","ID15210770090216","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"868","ID15210770122149","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"869","ID15240070151120","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"870","ID15240070180207","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"871","ID15240080182484","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"872","ID15240080211497","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"873","ID15240080332480","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"874","ID15240080362481","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"875","ID15240080482482","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"876","ID15240130362465","Ciudad Bolívar","Public transport","","Informal transport","","","","Public transport-Informal transport","Public-Informal"
"877","ID15240131022464","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"878","ID15240160031478","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"879","ID15240160151493","Ciudad Bolívar","","","","","","","","888"
"880","ID15240160241494","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"881","ID15240160331495","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"882","ID15240220031097","Ciudad Bolívar","","Private transport","","Bycicle","","","Private transport-Bycicle","Private Transport"
"883","ID15240220151109","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"884","ID15240220181102","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"885","ID15240220271110","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"886","ID15240220451107","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"887","ID15240230121103","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"888","ID15240230241104","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"889","ID15240230271105","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"890","ID15240230391108","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"891","ID15240260090248","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"892","ID15240260150249","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"893","ID15240260212150","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"894","ID15240300060198","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"895","ID15240300090194","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"896","ID15240300420199","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"897","ID15240450210185","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"898","ID15240450420196","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"899","ID15240450600191","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"900","ID15240460061499","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"901","ID15240460481096","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"902","ID15240470301496","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"903","ID15240490091123","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"904","ID15240490421125","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"905","ID15240490481122","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"906","ID15240510061127","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"907","ID15240510151126","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"908","ID15240740031121","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"909","ID15240740181124","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"910","ID15240740210213","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"911","ID15390050060114","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"912","ID15390050150118","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"913","ID15390050210115","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"914","ID15390050420116","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"915","ID15390080032065","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"916","ID15390080242063","Ciudad Bolívar","","","","","","","","888"
"917","ID15390080272066","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"918","ID15390080572078","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"919","ID15390100062336","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"920","ID15390100422340","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"921","ID15390100542341","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"922","ID15390110090119","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"923","ID15390110210120","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"924","ID15390110270121","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"925","ID15390230122324","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"926","ID15390230152331","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"927","ID15390230272332","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"928","ID15390230362333","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"929","ID15390240120108","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"930","ID15390240180109","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"931","ID15390240270111","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"932","ID15390240360112","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"933","ID15390250061338","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"934","ID15390250151339","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"935","ID15390250181337","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"936","ID15390250211336","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"937","ID15390250631344","Ciudad Bolívar","","","","Bycicle","","Transmicable","Bycicle-Transmicable","TransMicable"
"938","ID15390260031334","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"939","ID15390260211332","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"940","ID15390260331333","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"941","ID15390260451335","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"942","ID15390360151326","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"943","ID15390360181323","Ciudad Bolívar","Public transport","","","Bycicle","","Transmicable","Public transport-Bycicle-Transmicable","TransMicable"
"944","ID15390360361327","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"945","ID15390500031353","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"946","ID15390500211347","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"947","ID15390500361346","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"948","ID15390500541348","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"949","ID15390510060128","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"950","ID15390510120129","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"951","ID15390510270130","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"952","ID15390600060151","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"953","ID15390600090153","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"954","ID15390600210155","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"955","ID15390600510156","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"956","ID15390650121385","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"957","ID15390650241382","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"958","ID15390650271383","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"959","ID15390730121342","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"960","ID15390730181340","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"961","ID15390730421341","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"962","ID15390730691343","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"963","ID15390740091360","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"964","ID15390740151358","Ciudad Bolívar","Public transport","Private transport","","","","","Public transport-Private transport","Public-Private"
"965","ID15390740331357","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"966","ID15390780452079","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"967","ID15390780662068","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"968","ID15390780752076","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"969","ID15390800182088","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"970","ID15390800542087","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"971","ID15400110030157","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"972","ID15400110360159","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"973","ID15400130122365","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"974","ID15400130152366","Ciudad Bolívar","","Private transport","Informal transport","","","","Private transport-Informal transport","Private Transport"
"975","ID15400130452369","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"976","ID15400160122357","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"977","ID15400160332355","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"978","ID15400160422359","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"979","ID15400160452363","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"980","ID15400160482364","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"981","ID15400250092352","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"982","ID15400670032375","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"983","ID15400670242362","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"984","ID15400670392376","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"985","ID15400670422377","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"986","ID15400670542378","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"987","ID15400710420164","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"988","ID15400710480170","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"989","ID15460210210125","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"990","ID15460210270126","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"991","ID15460210360127","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"992","ID15460350031354","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"993","ID15460360271352","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"994","ID15460730092346","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"995","ID15460980182338","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"996","ID15460980272342","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"997","ID15490030122305","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"998","ID15490070031056","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"999","ID15490070241062","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1000","ID15490080031313","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1001","ID15490080061316","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1002","ID15490080091310","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1003","ID15490110181314","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1004","ID15490190152050","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1005","ID15490190212051","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1006","ID15490190242053","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1007","ID15490240090079","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1008","ID15490250091142","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1009","ID15490250151143","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1010","ID15490270060084","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1011","ID15490310031140","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1012","ID15490310090223","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1013","ID15490330150087","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"1014","ID15490330180088","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"1015","ID15490330210089","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1016","ID15490360150091","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"1017","ID15490360210092","Ciudad Bolívar","","","","","","","","888"
"1018","ID15490360450095","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1019","ID15490360510094","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1020","ID15490370332335","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1021","ID15490370482330","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1022","ID15490370572326","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1023","ID15490410030220","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1024","ID15490410060221","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1025","ID15490410150222","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1026","ID15490420062313","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1027","ID15490420092312","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1028","ID15490420482328","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1029","ID15490420512329","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1030","ID15490430061320","Ciudad Bolívar","Public transport","Private transport","","","","Transmicable","Public transport-Private transport-Transmicable","TransMicable"
"1031","ID15490430241321","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1032","ID15490430361322","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1033","ID15490430451324","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1034","ID15490430481328","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1035","ID15490650092062","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1036","ID15490650122057","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1037","ID15490650182058","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1038","ID15490650722061","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1039","ID15490650902089","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1040","ID15490660120097","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1041","ID15490660180098","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1042","ID15490660240099","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1043","ID15490660300103","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1044","ID15490850211060","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1045","ID15490860150224","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"1046","ID15490870092302","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1047","ID15490870122306","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1048","ID15490870272309","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1049","ID15490870302310","Ciudad Bolívar","","","","","Walk","Transmicable","Walk-Transmicable","TransMicable"
"1050","ID15520030032175","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1051","ID15520030092174","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1052","ID15520030442177","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1053","ID15520040032486","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1054","ID15520040062492","Ciudad Bolívar","Public transport","Private transport","","","","","Public transport-Private transport","Public-Private"
"1055","ID15520040092487","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1056","ID15520040242488","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1057","ID15520040302493","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1058","ID15520050121081","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"1059","ID15520050181084","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1060","ID15520050241083","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1061","ID15520050271085","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1062","ID15520060031086","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1063","ID15520060151089","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1064","ID15520060211090","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1065","ID15520060331088","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1066","ID15520220032496","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1067","ID15520220061092","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1068","ID15520450092469","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1069","ID15520450151481","Ciudad Bolívar","","","Informal transport","Bycicle","","","Informal transport-Bycicle","Informal transport"
"1070","ID15520450391482","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1071","ID15520530060189","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1072","ID15520530121098","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1073","ID15520530150187","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1074","ID15520530240188","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1075","ID15520550241061","Ciudad Bolívar","","Private transport","","Bycicle","","","Private transport-Bycicle","Private Transport"
"1076","ID15520590090186","Ciudad Bolívar","Public transport","Private transport","Informal transport","","Walk","","Public transport-Private transport-Informal transport-Walk","Public-Private"
"1077","ID15520590242048","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1078","ID15520590392056","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1079","ID15520590602049","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1080","ID15520610272321","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1081","ID15520610302317","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1082","ID15520610332318","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1083","ID15520620032314","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1084","ID15520620062319","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1085","ID15520620182315","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1086","ID15520620512322","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1087","ID15520680022163","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1088","ID15520680032156","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1089","ID15520680332152","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"1090","ID15520720512155","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1091","ID15520720812184","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1092","ID15520720872171","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1093","ID15520721082164","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1094","ID15520721412170","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1095","ID15520730092161","Ciudad Bolívar","Public transport","","","Bycicle","","Transmicable","Public transport-Bycicle-Transmicable","TransMicable"
"1096","ID15520730272169","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1097","ID15520730362162","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"1098","ID15520730422168","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"1099","ID15520730752165","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"1100","ID15520810032495","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1101","ID15520810181091","Ciudad Bolívar","Public transport","","Informal transport","","","","Public transport-Informal transport","Public-Informal"
"1102","ID15520810331093","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1103","ID15520810392497","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"1104","ID15520810572498","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
